date,mean_temp,mean_sal,mean_do,mean_turb,pred_tss
2001-01-01,9.808333333333334,34.81458333333333,8.966666666666667,31.1875,67.47331260025544
2001-01-02,9.347916666666666,34.75625,9.166666666666666,3.0833333333333335,16.526776463172677
2001-01-03,8.570833333333333,34.69375,9.383333333333333,2.4166666666666665,15.318259668223345
2001-01-04,8.272916666666667,34.61875,9.520833333333334,29.770833333333332,64.9052144109881
2001-01-05,8.164583333333333,34.61875,9.56875,3.3333333333333335,16.979970261278673
2001-01-06,8.6125,34.625,9.5,2.9791666666666665,16.337945713961844
2001-01-07,8.983333333333334,34.66875,9.43125,30.375,66.00043275641093
2001-01-08,10.035416666666666,34.7,9.225,9.895833333333334,28.876307461561158
2001-01-09,10.620833333333334,34.7375,9.016666666666666,45.854166666666664,94.06068208914071
2001-01-10,9.839583333333334,34.84583333333333,9.083333333333334,7.916666666666667,25.288523226555327
2001-01-11,10.258333333333333,34.92916666666667,9.112499999999999,7.5,24.533200229711994
2001-01-12,11.570833333333333,34.9375,8.94375,23.666666666666668,53.839732507233286
2001-01-13,12.022916666666667,35.045833333333334,8.789583333333333,8.333333333333334,26.04384622339866
2001-01-14,12.329166666666666,35.10625,8.641666666666666,7.666666666666667,24.83532942844933
2001-01-15,13.14375,35.09583333333333,8.441666666666666,7.020833333333333,23.664578783342165
2001-01-16,14.016666666666667,35.08958333333334,8.304166666666667,7.666666666666667,24.83532942844933
2001-01-17,14.61875,35.079166666666666,8.19375,6.020833333333333,21.851803590918166
2001-01-18,15.0625,35.06875,7.535416666666666,6.416666666666667,22.569360437919336
2001-01-19,15.847916666666666,35.052083333333336,6.460416666666666,14.854166666666666,37.86465112399681
2001-01-20,16.497916666666665,34.916666666666664,7.295833333333333,48.229166666666664,98.36602317114772
2001-01-21,14.616666666666667,34.83541666666667,7.841666666666667,39.5,82.54200638727991
2001-01-22,13.339583333333334,34.87708333333333,8.00625,48.0625,98.06389397241038
2001-01-23,12.55,34.9,8.202083333333333,28.0625,61.80839012393044
2001-01-24,12.322916666666666,35.0125,8.066666666666666,7.854166666666667,25.17522477702883
2001-01-25,12.277083333333334,34.90416666666667,7.822916666666667,34.666666666666664,73.78025962389725
2001-01-26,11.977083333333333,34.87291666666667,7.797916666666667,33.833333333333336,72.26961363021059
2001-01-27,12.36875,34.86875,7.747916666666667,10.541666666666666,30.04705810666832
2001-01-28,13.1875,34.80416666666667,7.6125,32.416666666666664,69.70151544094325
2001-01-29,13.9625,34.81875,7.495833333333334,38.020833333333336,79.86060974848608
2001-01-30,15.033333333333333,34.766666666666666,7.045833333333333,6,21.814037441076003
2001-01-31,15.685416666666667,34.54375,6.495833333333334,52.854166666666664,106.7501084361087
2001-02-01,15.797916666666667,34.47708333333333,6.670833333333333,66.3125,131.14704123414833
2001-02-02,15.579166666666666,34.59166666666667,7.19375,7.020833333333333,23.664578783342165
2001-02-03,14.8,34.4125,7.283333333333333,7.625,24.759797128764994
2001-02-04,14.0375,34.2375,7.56875,67.52083333333333,133.337477924994
2001-02-05,13.81875,34.0875,7.739583333333333,8,25.439587825923994
2001-02-06,13.927083333333334,34.09375,8.31875,8.458333333333334,26.27044312245166
2001-02-07,14.29375,34.045833333333334,8.745833333333334,13.0625,34.616762237570484
2001-02-08,15.233333333333334,33.983333333333334,8.760416666666666,39.4375,82.4287079377534
2001-02-09,16.439583333333335,33.95,8.389583333333334,86.89583333333333,168.45999727820893
2001-02-10,17.304166666666667,33.93125,8.002083333333333,20.958333333333332,48.93013302775162
2001-02-11,17.5,33.95,7.554166666666666,12.708333333333334,33.97473769025365
2001-02-12,16.695833333333333,34.08125,7.45,12.166666666666666,32.992817794357315
2001-02-13,15.964583333333334,34.1375,7.429166666666667,10.666666666666666,30.27365500572132
2001-02-14,16.435416666666665,34.1625,7.325,8.770833333333334,26.836935370084163
2001-02-15,17.547916666666666,33.947916666666664,7.285416666666666,55.104166666666664,110.82885261906269
2001-02-16,18.510416666666668,33.614583333333336,7.28125,5.604166666666667,21.096480594074833
2001-02-17,18.947916666666668,33.68958333333333,7.2125,6.291666666666667,22.342763538866336
2001-02-18,18.1,33.833333333333336,7.354166666666667,7.479166666666667,24.49543407986983
2001-02-19,17.316666666666666,33.97708333333333,7.55625,7.729166666666667,24.94862787797583
2001-02-20,17.83125,34.02708333333333,7.4750000000000005,23.3125,53.19770795991645
2001-02-21,18.535416666666666,34.09791666666667,7.2875000000000005,6.291666666666667,22.342763538866336
2001-02-22,19.275,34.15416666666667,7.154166666666667,6.729166666666667,23.135852685551832
2001-02-23,19.279166666666665,34.24791666666667,7.035416666666666,9.291666666666666,27.781089116138325
2001-02-24,18.504166666666666,34.297916666666666,6.98125,10.104166666666666,29.25396895998282
2001-02-25,19.35625,34.31458333333333,7.0125,9.791666666666666,28.68747671235032
2001-02-26,20.604166666666668,34.34791666666666,6.939583333333333,9.5,28.15875061455999
2001-02-27,21.38125,34.3625,6.910416666666666,8.875,27.025766119294993
2001-02-28,22.089583333333334,34.37916666666666,6.966666666666667,8.854166666666666,26.987999969452826
2001-03-01,22.266666666666666,34.4875,6.777083333333334,8.75,26.799169220241993
2001-03-02,22.40833333333333,34.947916666666664,6.49375,9.520833333333334,28.19651676440216
2001-03-03,22.610416666666666,34.99791666666667,6.429166666666666,10.395833333333334,29.782695057773157
2001-03-04,22.2,34.83541666666667,6.254166666666666,12.791666666666666,34.125802289622314
2001-03-05,19.979166666666668,34.610416666666666,6.635416666666667,14.6875,37.562521925259475
